ลําดับ,รหัสหลักสูตร,สถาบัน,วิทยาเขต,คณะ,หลักสูตร,แขนง/วิชาเอก,โครงการ,รูปแบบ,PAT,"รหัส
รับรวม",รับ,สมัคร,ผาน,"ยืนยัน
สิทธิ์","อัตราการ
แขงขัน",คะแนนสูงสุด,คะแนนต่ําสุด
772,10020326620101B,มหาวิทยาลัยเกษตรศาสตร,ศรีราชา,คณะวิทยาการจัดการ,"บธ.บ. สาขาวิชาการจัดการ
อุตสาหกรรมการบริการ","วิชาเอกการจัดการ
โรงแรม",Admission 1,Admission1,,2737,100,41,8,8,1 : 0.41,3440,1052.6
773,10020326620101B,มหาวิทยาลัยเกษตรศาสตร,ศรีราชา,คณะวิทยาการจัดการ,"บธ.บ. สาขาวิชาการจัดการ
อุตสาหกรรมการบริการ","วิชาเอกการจัดการ
การทองเที่ยวรวม
สมัย",Admission 1,Admission1,,2738,100,30,6,6,1 : 0.3,2812.6,830
774,10020326620101B,มหาวิทยาลัยเกษตรศาสตร,ศรีราชา,คณะวิทยาการจัดการ,"บธ.บ. สาขาวิชาการจัดการ
อุตสาหกรรมการบริการ","วิชาเอกการจัดการ
โรงแรม",Admission 1,Admission1,,2737,100,10,1,1,1 : 0.1,2405,2405
775,10020326620101B,มหาวิทยาลัยเกษตรศาสตร,ศรีราชา,คณะวิทยาการจัดการ,"บธ.บ. สาขาวิชาการจัดการ
อุตสาหกรรมการบริการ","วิชาเอกการจัดการ
การทองเที่ยวรวม
สมัย",Admission 1,Admission1,,2738,100,11,1,1,1 : 0.11,1355,1355
776,10020326620101B,มหาวิทยาลัยเกษตรศาสตร,ศรีราชา,คณะวิทยาการจัดการ,"บธ.บ. สาขาวิชาการจัดการ
อุตสาหกรรมการบริการ","วิชาเอกการจัดการ
โรงแรม",Admission 2,Admission2,,,100,43,3,2,1 : 0.43,13585.1,11608.4
777,10020326620101B,มหาวิทยาลัยเกษตรศาสตร,ศรีราชา,คณะวิทยาการจัดการ,"บธ.บ. สาขาวิชาการจัดการ
อุตสาหกรรมการบริการ","วิชาเอกการจัดการ
การทองเที่ยวรวม
สมัย",Admission 2,Admission2,,,100,25,3,3,1 : 0.25,15692.74,8806
778,10020327210301A,มหาวิทยาลัยเกษตรศาสตร,ศรีราชา,คณะวิทยาศาสตร ศรีราชา,วท.บ. สาขาวิชาคณิตศาสตรประยุกต,,Admission 1,Admission1,,,40,28,5,5,1 : 0.7,3169.4444,2559.7778
779,10020327210301A,มหาวิทยาลัยเกษตรศาสตร,ศรีราชา,คณะวิทยาศาสตร ศรีราชา,วท.บ. สาขาวิชาคณิตศาสตรประยุกต,,Admission 2,Admission2,,,40,30,3,3,1 : 0.75,16047.84,10798.3
780,10020327210401A,มหาวิทยาลัยเกษตรศาสตร,ศรีราชา,คณะวิทยาศาสตร ศรีราชา,วท.บ. สาขาวิชาเคมี,,Admission 1,Admission1,,,50,48,14,11,1 : 0.96,2365,1470
781,10020327210401A,มหาวิทยาลัยเกษตรศาสตร,ศรีราชา,คณะวิทยาศาสตร ศรีราชา,วท.บ. สาขาวิชาเคมี,,Admission 2,Admission2,,,40,79,12,8,1 : 1.98,14225.7,10001.14
782,10020327212701A,มหาวิทยาลัยเกษตรศาสตร,ศรีราชา,คณะวิทยาศาสตร ศรีราชา,วท.บ. สาขาวิชาฟสิกส,,Admission 1,Admission1,,2735,30,4,0,0,1 : 0.13,0,0
783,10020327212701A,มหาวิทยาลัยเกษตรศาสตร,ศรีราชา,คณะวิทยาศาสตร ศรีราชา,วท.บ. สาขาวิชาฟสิกส,,Admission 1,Admission1,,2735,30,3,1,1,1 : 0.1,2961.1111,2961.1111
784,10020327212701A,มหาวิทยาลัยเกษตรศาสตร,ศรีราชา,คณะวิทยาศาสตร ศรีราชา,วท.บ. สาขาวิชาฟสิกส,,Admission 2,Admission2,,2808,30,2,0,0,1 : 0.07,0,0
785,10020327212701A,มหาวิทยาลัยเกษตรศาสตร,ศรีราชา,คณะวิทยาศาสตร ศรีราชา,วท.บ. สาขาวิชาฟสิกส,,Admission 2,Admission2,,2808,30,4,0,0,1 : 0.13,0,0
786,10020327213501A,มหาวิทยาลัยเกษตรศาสตร,ศรีราชา,คณะวิทยาศาสตร ศรีราชา,"วท.บ. สาขาวิชาวิทยาศาสตรและ
เทคโนโลยีสิ่งแวดลอม",,Admission 1,Admission1,,,40,75,21,19,1 : 1.88,3422.2222,1257
787,10020327213501A,มหาวิทยาลัยเกษตรศาสตร,ศรีราชา,คณะวิทยาศาสตร ศรีราชา,"วท.บ. สาขาวิชาวิทยาศาสตรและ
เทคโนโลยีสิ่งแวดลอม",,Admission 2,Admission2,,,40,103,18,17,1 : 2.58,13736.6,8082.1
788,10020327220101A,มหาวิทยาลัยเกษตรศาสตร,ศรีราชา,คณะวิทยาศาสตร ศรีราชา,วท.บ. สาขาวิชาเทคโนโลยีสารสนเทศ,,Admission 1,Admission1,,,40,177,49,44,1 : 4.43,4363.8889,1019.4444
789,10020327220101A,มหาวิทยาลัยเกษตรศาสตร,ศรีราชา,คณะวิทยาศาสตร ศรีราชา,วท.บ. สาขาวิชาเทคโนโลยีสารสนเทศ,,Admission 2,Admission2,,,30,160,32,26,1 : 5.33,16679,7271.7
790,10020327220101B,มหาวิทยาลัยเกษตรศาสตร,ศรีราชา,คณะวิทยาศาสตร ศรีราชา,วท.บ. สาขาวิชาเทคโนโลยีสารสนเทศ,,Admission 1,Admission1,,,80,40,13,11,1 : 0.5,3576.4444,805.5556
791,10020327220101B,มหาวิทยาลัยเกษตรศาสตร,ศรีราชา,คณะวิทยาศาสตร ศรีราชา,วท.บ. สาขาวิชาเทคโนโลยีสารสนเทศ,,Admission 2,Admission2,,,80,25,3,2,1 : 0.31,11912.8,10069.6
792,10020327220201A,มหาวิทยาลัยเกษตรศาสตร,ศรีราชา,คณะวิทยาศาสตร ศรีราชา,วท.บ. สาขาวิชาวิทยาการคอมพิวเตอร,,Admission 1,Admission1,,,30,152,33,30,1 : 5.07,4636.1111,2782
